"","document","topic","gamma"
"5214","Tribes",10,6.89756550682708e-06
"5215","A Better Mousetrap",10,6.81666496790506e-06
"5216","A Better Mousetrap 2008",10,6.68641064426091e-06
"5217","Another Frightening Show About the Economy",10,6.50421542503692e-06
"5218","Economy",10,7.24211385999868e-06
"5219","Good Guys",10,7.47121844015329e-06
"5220","Harper High School - Part Two",10,6.40020269865699e-06
"5221","Hit the Road",10,7.90696875547705e-06
"5222","How to Take Money from Strangers",10,7.35852776934401e-06
"5223","I Was Just Trying To Help",10,0.0235943134354576
"5224","In the Shadow of the City",10,6.86074635982983e-06
"5225","Is This Working?",10,0.0051004656140849
"5226","It's Not the Product, It's the Person",10,6.90326460507246e-06
"5227","Million Dollar Idea",10,0.0016903698776865
"5228","Other People's Mail",10,7.16832488250202e-06
"5229","Petty Tyrant",10,6.61690490903933e-06
"5230","Quitting",10,9.2765963097673e-06
"5231","See No Evil",10,6.82362464347365e-06
"5232","Small Towns",10,7.65695480338417e-06
"5233","Switcheroo",10,6.33108844983738e-06
"5234","Teenaged Girls",10,7.71885448152174e-06
"5235","The New Boss",10,6.90897370211592e-06
"5236","The Radio Drama Episode",10,0.325959929335159
"5237","Toxie",10,6.63859293166343e-06
"5238","Valentine’s Day 2008",10,7.13770234589359e-06
"5239","A House Divided",10,6.91254621306951e-06
"5240","Adventure!",10,0.443076432207673
"5241","Advice",10,9.21139494768671e-06
"5242","Animal Sacrifice",10,0.0383009308786195
"5243","Animals",10,3.81488544582156e-06
"5244","Arms Trader 2009",10,7.08849663077874e-06
"5245","Babysitting",10,7.66046455126084e-06
"5246","Bedside Diplomacy",10,6.7910372366994e-06
"5247","Best Interests",10,7.19921006383963e-06
"5248","Birthdays, Anniversaries, and Milestones",10,7.88830455045068e-06
"5249","Break-Up",10,6.84879721646373e-06
"5250","Brother’s Keeper",10,7.40171789273873e-06
"5251","Call For Help",10,6.34009699823047e-06
"5252","Confessions",10,6.77382948049939e-06
"5253","Death and Taxes",10,6.70990576740655e-06
"5254","Delivery",10,7.18914448669873e-06
"5255","Didn’t Ask to Be Born",10,7.16755561123558e-06
"5256","DIY",10,6.73085214726006e-06
"5257","Duty Calls",10,0.00818359069612737
"5258","Edge of Sanity",10,7.68954970839801e-06
"5259","Enemy Camp",10,7.2673126428293e-06
"5260","Enemy Camp 2010",10,7.33188847021596e-06
"5261","Enforcers",10,6.32988972741384e-06
"5262","Faith",10,7.20231334705721e-06
"5263","Fear of Sleep",10,7.49467854655881e-06
"5264","Frenemies",10,7.49383718129188e-06
"5265","Give the People What They Want",10,0.00375273610310659
"5266","Hoaxing Yourself",10,7.24211560383366e-06
"5267","I'm From the Private Sector and I'm Here to Help",10,6.89329776861458e-06
"5268","I’m In Charge Now",10,0.166048743924658
"5269","Island Time",10,0.5842623531806
"5270","Life After Death",10,7.25941965557474e-06
"5271","Living Without (2011)",10,7.87343536707177e-06
"5272","Magic Words",10,0.471187423279649
"5273","Matchmakers",10,6.82920126636846e-06
"5274","Meet the Pros",10,6.56942610193903e-06
"5275","Middle School",10,6.60382901357983e-06
"5276","Mob",10,7.63160309425763e-06
"5277","My Experimental Phase",10,7.75827951078517e-06
"5278","My Pen Pal",10,7.39189404036854e-06
"5279","New Beginnings",10,7.85585298876167e-06
"5280","Picture Show",10,0.439969334915612
"5281","Poultry Slam 1995",10,0.50729878438866
"5282","Poultry Slam 1996",10,0.552808001800644
"5283","Poultry Slam 1998",10,0.721933892377918
"5284","Promised Land",10,0.00949701079653391
"5285","Quiz Show",10,7.16064469492522e-06
"5286","Rashomon",10,7.61334396503639e-06
"5287","Remember Me",10,0.00532809186894224
"5288","Rest Stop",10,6.72949804809223e-06
"5289","Return To The Scene Of The Crime",10,7.99206300607661e-06
"5290","Road Trip!",10,6.92543974842568e-06
"5291","Scenes From a Mall",10,6.57330362153703e-06
"5292","Seemed Like A Good Idea at the Time",10,7.37232540010933e-06
"5293","Slow To React",10,6.65445592297126e-06
"5294","Summer",10,7.77723724417454e-06
"5295","Tarred and Feathered",10,7.11036674090735e-06
"5296","The Arms Trader",10,7.01410640794271e-06
"5297","The Audacity of Government",10,6.56490872017493e-06
"5298","The Balloon Goes Up",10,7.54544289085274e-06
"5299","The Competition",10,6.15841325880126e-06
"5300","The Convert",10,0.241950903182043
"5301","The Devil in Me",10,6.94054189012762e-06
"5302","The Friendly Man",10,7.09075299107683e-06
"5303","The One Thing You're Not Supposed To Do",10,7.14609802350319e-06
"5304","The Spokesman",10,6.52772085736289e-06
"5305","The Truth Will Out",10,7.84847281389512e-06
"5306","This Call May Be Recorded... To Save Your Life",10,7.40171781446617e-06
"5307","This Is Not My Beautiful House",10,0.189965839789842
"5308","Three Women and the Sex Industry",10,7.28473920879532e-06
"5309","Thugs",10,7.27364061720896e-06
"5310","Turncoat",10,6.6890885247537e-06
"5311","Two Steps Back",10,6.78552097434967e-06
"5312","Valentine’s Day",10,6.61690515189948e-06
"5313","What I Did For Love",10,6.70183239765626e-06
"5314","What I Should’ve Said",10,6.2447239500301e-06
"5315","Who Can You Save?",10,6.45334745843426e-06
"5316","With Great Power",10,7.52251337950984e-06
"5317","Obsession",10,8.0614708333885e-06
"5318","Someone to Watch Over Me",10,7.86324718849669e-06
"5319","Invisible Worlds",10,8.04013497681303e-06
"5320","The Bridge",10,7.05557304469383e-06
"5321","Before and After",10,7.27126643054476e-06
"5322","500!",10,6.94559103588094e-06
"5323","Detectives",10,7.89389511027529e-06
"5324","Cops See It Differently, Part Two",10,6.17035229475088e-06
"5325","How To",10,7.3943488845105e-06
"5326","A Very Special Sedaris Christmas",10,0.00764944137377728
"5327","Backed Into A Corner",10,6.90041464074713e-06
"5328","Devil on My Shoulder",10,7.26889345742762e-06
"5329","Dr. Gilmer and Mr. Hyde",10,6.99575326300993e-06
"5330","Enemies",10,6.97822297704741e-06
"5331","Enemy Camp ‘04",10,7.42638967872855e-06
"5332","Except For That One Thing",10,0.0188551258175908
"5333","Family Legend",10,7.36663824761388e-06
"5334","First Contact",10,7.80904250200556e-06
"5335","Game Changer",10,6.52071549701503e-06
"5336","Garbage",10,7.22879970149968e-06
"5337","High Speed Chase",10,7.05259370189624e-06
"5338","How Bad Is Bad?",10,7.32064428437742e-06
"5339","Iraq After Us",10,7.05482722745461e-06
"5340","Kid Politics",10,0.00169995557803377
"5341","Last Man Standing",10,7.51574617016587e-06
"5342","Liars",10,8.12220836373881e-06
"5343","Living the Dream",10,0.00571307476936827
"5344","Long Shot",10,6.990632437807e-06
"5345","Man vs. History",10,7.20541851738338e-06
"5346","Music Lessons",10,8.09956869351206e-06
"5347","Original Recipe",10,6.38980034404066e-06
"5348","Poultry Slam 2003",10,0.768289415275606
"5349","Pray",10,7.3110356408921e-06
"5350","Sissies",10,7.70195583018922e-06
"5351","Starting from Scratch",10,0.373571937138924
"5352","Stories of Loss",10,7.7591790077008e-06
"5353","Tales from the Net",10,7.83191770417242e-06
"5354","The Other Man",10,7.28473959340187e-06
"5355","The Sanctity of Marriage",10,6.89970135549522e-06
"5356","The Seven Things You’re Not Supposed to Talk About",10,7.26652429666039e-06
"5357","Three Miles",10,0.315742285666028
"5358","Trends With Benefits",10,6.88761368062503e-06
"5359","Why We Fight",10,6.64651488222958e-06
"5360","After the Flood",10,0.17632689932209
"5361","Business of Death",10,7.99971624492029e-06
"5362","Character Assassination",10,7.40335665047586e-06
"5363","Contents Unknown",10,6.90041524503619e-06
"5364","Dead Men Tell No Tales",10,7.08699300095135e-06
"5365","Doppelgängers",10,0.0668175274037876
"5366","Double Lives",10,8.80951440645674e-06
"5367","Fall Guy",10,7.25390461764186e-06
"5368","Getting and Spending",10,6.81249623098071e-06
"5369","Go Ask Your Father",10,7.12021420104574e-06
"5370","Held Hostage",10,7.26099770053844e-06
"5371","Home Alone",10,6.57718469853314e-06
"5372","How I Got Into College",10,6.71327556323403e-06
"5373","How to Rest in Peace",10,7.33188810848611e-06
"5374","Living Without",10,8.61866444866618e-06
"5375","Lockup",10,6.88761425836716e-06
"5376","Memo to the People of the Future",10,7.58827703937986e-06
"5377","Not What I Meant",10,0.0011803398780297
"5378","Oh You Shouldn't Have",10,7.06676400103259e-06
"5379","Reunited (And It Feels So Good)",10,7.5275971324801e-06
"5380","Running After Antelope",10,7.05482785914015e-06
"5381","Secret Identity",10,7.40499794206228e-06
"5382","Settling the Score",10,6.75944325387115e-06
"5383","Switched At Birth",10,7.41814581757905e-06
"5384","The Ghost of Bobby Dunbar",10,8.03047168290518e-06
"5385","The Secret Recordings of Carmen Segarra",10,6.31792117650521e-06
"5386","Urban Nature",10,7.760983482814e-06
"5387","Where Words Fail",10,7.55567787356595e-06
"5388","You Are So Beautiful…To Me",10,7.41156627068494e-06
"5389","Kid Logic",10,7.48292902704151e-06
"5390","Lessons",10,7.39025883555651e-06
"5391","Ties That Bind",10,7.67365808660992e-06
"5392","Red State Blue State",10,6.28879360485129e-06
"5393","Allure of the Mean Friend",10,6.64519438781956e-06
"5394","Come Back to Afghanistan",10,7.77633245906444e-06
"5395","Death to Wacky",10,7.54459120568894e-06
"5396","Big Wide World",10,6.6359564599563e-06
"5397","Blackjack",10,0.000817046611842749
"5398","Mind Games",10,0.000817046611842749
"5399","What Happened At Dos Erres",10,0.000817046611842749
"5400",NA,10,0.00759323196051215
"5401","Put Your Heart In It",11,7.23976043774606e-06
"5402","Strangers in a Strange Land",11,6.48843080407446e-06
"5403","Taking Names",11,0.0702431228447817
"5404","What’s In A Number?",11,6.27167924152064e-06
"5405","What’s In A Number? — 2006 Edition",11,6.11726662695278e-06
"5406","Bait and Switch",11,0.105015517776271
"5407","Ground Game",11,6.04041894940864e-06
"5408","Swing Set",11,0.0289202197273835
"5409","Inside Job",11,0.0426511543763603
"5410","Return To The Giant Pool of Money",11,6.75124941259021e-06
"5411","The Giant Pool of Money",11,6.6155935425715e-06
"5412","The Center for Lessons Learned",11,6.50105401611572e-06
"5413","The Watchmen",11,7.43630560920961e-06
"5414","A Not-So-Simple Majority",11,0.0150550631577586
"5415","No Map",11,0.0335483427285223
"5416","Play the Part",11,6.89471952712145e-06
"5417","This Party Sucks",11,6.7349238161677e-06
"5418","Father's Day 2011",11,0.00407326994126151
"5419","Old Boys Network",11,0.760386863242457
"5420","129 Cars",11,4.88182045922517e-06
"5421","#1 Party School",11,5.44586616651937e-06
"5422","A Little Bit of Knowledge",11,7.16294804090042e-06
"5423","Back to Penn State",11,6.31792166181748e-06
"5424","Continental Breakup",11,7.07798841881884e-06
"5425","Four Corners",11,7.48712099500227e-06
"5426","Get Over It!",11,7.64469410793966e-06
"5427","Halloween",11,8.03143837265576e-06
"5428","House on Loon Lake",11,7.48209154911525e-06
"5429","I Know What You Did This Summer",11,8.1648736795822e-06
"5430","New Year",11,7.25705600086661e-06
"5431","Niagara",11,7.13999067676478e-06
"5432","Someone Else's Money",11,6.49536638456711e-06
"5433","The Facts Don’t Matter",11,0.246046986497705
"5434","What I Learned from Television",11,8.5920741487068e-06
"5435","Haunted",11,8.02565325610717e-06
"5436","24 Hours at the Golden Apple",11,7.37639272014111e-06
"5437","Bad Baby",11,6.93046626987868e-06
"5438","Bad Bank",11,6.52325958661495e-06
"5439","Fake Science",11,7.24525560511054e-06
"5440","Family Business",11,7.68512918399283e-06
"5441","Give It to Them",11,7.37558024449566e-06
"5442","Hot In My Backyard",11,6.58690722778267e-06
"5443","House Rules",11,0.00659084888779669
"5444","How To Create a Job",11,7.2327095192392e-06
"5445","Shouting Across the Divide",11,0.437930314663507
"5446","So Crazy It Just Might Work",11,6.75329671998967e-06
"5447","Surrogates",11,7.50561922315524e-06
"5448","The Inauguration Show",11,0.109710611540395
"5449","This American Life’s Holiday Gift-Giving Guide",11,7.55824266021901e-06
"5450","Trail of Tears",11,8.13803185374663e-06
"5451","When You Talk About Music",11,8.29148739600038e-06
"5452","Who's Canadian?",11,7.74120754594285e-06
"5453","Who Do You Think You Are?",11,7.48041845884666e-06
"5454","Before It Had A Name",11,0.0494046887205018
"5455","Poultry Slam 1997",11,7.9549642501378e-06
"5456","Dolls",11,7.57194312027444e-06
"5457","Hearts and Minds",11,0.120148598662083
"5458","Image Makers",11,6.93118501858962e-06
"5459","Kindness of Strangers",11,7.31343795825155e-06
"5460","Leave the Mask On",11,7.53778660255107e-06
"5461","No Coincidence, No Story!",11,6.9760382600505e-06
"5462","Pinned by History",11,0.0841943672235109
"5463","Poultry Slam 1999",11,7.80812857958663e-06
"5464","Poultry Slam 2007",11,7.80721641655832e-06
"5465","The Real Story",11,7.14304331441242e-06
"5466","Thought That Counts",11,7.10885494740156e-06
"5467","Three Kinds of Deception",11,0.053067548503207
"5468","Valentine’s Day ‘97",11,7.99875978670257e-06
"5469","Them",11,0.0695647962580098
"5470","The Book That Changed Your Life",11,7.44956653018282e-06
"5471","Burroughs 101",11,7.85954869170364e-06
"5472","Animals Die, People Ponder",11,0.0113323355038825
"5473","Batman",11,7.28553259988471e-06
"5474","Blame It on Art",11,7.54203732571538e-06
"5475","Cicero",11,0.23113930862888
"5476","Desperate Measures",11,7.18141910183977e-06
"5477","Do-Gooders",11,0.0164726694253333
"5478","Dream House",11,7.5369345328497e-06
"5479","Father's Day '01",11,7.84478936120265e-06
"5480","Father’s Day ‘98",11,6.76217868846047e-06
"5481","From A Distance",11,6.81735969493874e-06
"5482","Heretics",11,0.0454609775338694
"5483","Human Resources",11,7.71173103113209e-06
"5484","Human Spectacle",11,7.55995207686477e-06
"5485","Ladies and Germs",11,6.89898947765873e-06
"5486","Lincoln's Second Inaugural",11,7.17679241335502e-06
"5487","MacGyver",11,0.0544789977515482
"5488","My Brilliant Plan",11,7.27760105916427e-06
"5489","Naming Names",11,0.599134562415894
"5490","Notes on Camp",11,7.04590290930963e-06
"5491","Origin Story",11,0.0268777726321137
"5492","Origin Story 2014",11,6.83898402973971e-06
"5493","Our Friend David",11,7.90416427389698e-06
"5494","Radio",11,7.13008969447024e-06
"5495","Rich Guys",11,0.0186576140425245
"5496","Sentencing",11,0.690885355518853
"5497","Sibling Rivalry",11,8.66335220266549e-06
"5498","Simulated Worlds",11,7.19688439027084e-06
"5499","Sinatra",11,8.42315321309324e-06
"5500","Special Ed",11,7.78992784220984e-06
"5501","Stuck In The Middle",11,0.188904400243865
"5502","Stuck in the Wrong Decade",11,6.5882055590586e-06
"5503","Superpowers",11,0.0483128935660275
"5504","Superpowers 2013",11,0.0466522406712585
"5505","Testosterone",11,7.60381616398952e-06
"5506","The Kids Are Alright",11,0.00834768976773116
"5507","This Week",11,0.00284349434925209
"5508","Twentieth Century Man",11,7.45538648795056e-06
"5509","Vacations",11,7.47372561370833e-06
"5510","What Remains",11,7.72420916333172e-06
"5511","A Front",11,0.277892254883173
"5512","Name Change / No Theme",11,0.0277858970872082
"5513","Kids As Adults",11,0.0343694661497999
"5514","Auto Show",11,6.95064622793417e-06
"5515","Stories Pitched by Our Parents",11,6.46333249952593e-06
"5516","Pimp Anthropology",11,0.00235944469695174
"5517","Leaving the Fold",11,0.00535830240496718
"5518","The Job That Takes Over Your Life",11,7.61334593939299e-06
"5519","Accidental Documentaries",11,8.5132762206512e-06
"5520","American Limbo",11,6.70384999835965e-06
"5521","Americans in China",11,0.00468741131422642
"5522","Anger and Forgiveness",11,0.469045320768082
"5523","Barbara",11,8.80719089549851e-06
"5524","Conventions",11,7.99780048301367e-06
"5525","Dawn",11,7.4545536616945e-06
"5526","Day At The Beach",11,7.31904211838124e-06
"5527","Fall Clearance Sale",11,6.76423338183795e-06
"5528","Father's Day '96",11,7.87621994368785e-06
"5529","Fiasco!",11,3.76927492967466e-06
"5530","I Was So High",11,7.03033977939238e-06
"5531","Million Bubbles",11,8.16288087786984e-06
"5532","Miracle Cures",11,7.54118767675654e-06
"5533","More Is Less",11,6.26638701483167e-06
"5534","My Big Break",11,0.00158984201416408
"5535","NUMMI",11,6.45833566928799e-06
"5536","Primary",11,7.27047643247287e-06
"5537","Sales",11,6.88619510852203e-06
"5538","Secret Government",11,0.907137203499857
"5539","Sink or Swim",11,0.0223664560359103
"5540","Spies Like Us",11,0.00144940735380477
"5541","Take A Negro Home",11,7.2554793164334e-06
"5542","Ten Years In",11,0.0714312356205209
"5543","The Middle of Nowhere",11,0.0358167468184111
"5544","The Real Thing",11,7.59258853518488e-06
"5545","Time to Save the World",11,7.20076231917331e-06
"5546","Tough Room",11,6.64783761136371e-06
"5547","Tough Room 2011",11,6.95136939315209e-06
"5548","Trek",11,0.0112534519720693
"5549","Two Nations, One President",11,0.0909488904812362
"5550","Welcome to America",11,7.68159678053502e-06
"5551","What Kind of Country",11,6.54882801168715e-06
"5552","You Are Here",11,7.02147543266188e-06
"5553","You Gonna Eat That?",11,7.62376559684482e-06
"5554","Plan B",11,0.0190730799366529
"5555","Propriety",11,0.440901411179572
"5556","Reruns",11,7.30624176072209e-06
"5557","Houses of Ill Repute",11,6.58820634096294e-06
"5558","Letters",11,8.66110635721031e-06
"5559","Crime Scene",11,0.0831796299744848
"5560","Regrets, I've Had a Few",11,7.7908366470415e-06
"5561","Your Dream, My Nightmare",11,7.92008642467837e-06
"5562","Amateur Hour",11,6.96513382256244e-06
"5563","Basketball",11,7.59603946897323e-06
"5564","Be Careful Who You Pretend to Be",11,7.15911141563702e-06
"5565","Bob Dole",11,7.54885241330345e-06
"5566","Can You Fight City Hall…If You Are City Hall?",11,0.215777179525241
"5567","Cops See It Differently, Part One",11,0.136956814842708
"5568","Election",11,6.98113978365911e-06
"5569","Factions",11,0.100265935522946
"5570","Family Physics",11,7.68955107734365e-06
"5571","Home Movies",11,6.52389771220679e-06
"5572","I Enjoy Being A Girl, Sort Of",11,7.40008006769653e-06
"5573","Immigration",11,0.755228829310057
"5574","In Country",11,7.27047668861317e-06
"5575","It's Never Over",11,7.65695600842465e-06
"5576","Last Words",11,0.003909139465175
"5577","Lights, Camera, Christmas!",11,1.02230159199625e-05
"5578","Nobody's Family Is Going to Change",11,7.23427539720279e-06
"5579","Numbers",11,7.06900434145139e-06
"5580","Parent Trap",11,7.24132995618281e-06
"5581","Regime Change",11,7.16832556679363e-06
"5582","Return to Childhood",11,7.66485754721979e-06
"5583","Secret Life of Daytime",11,7.77000526486257e-06
"5584","Should I Stay or Should I Go?",11,7.47205527392832e-06
"5585","Social Contract",11,6.50168576636365e-06
"5586","The Incredible Case of the P.I. Moms",11,0.0441311663055935
"5587","The Leap",11,6.82571461854749e-06
"5588","The Parrot and the Potbellied Pig",11,0.0265831661124038
"5589","True Urban Legends",11,6.44587995687435e-06
"5590","Truth and Lies at Age Ten",11,7.25705507804268e-06
"5591","Unconditional Love",11,0.00671369592480032
"5592","Use Only as Directed",11,6.78414465297468e-06
"5593","Valentine’s Day ’98",11,7.46120969294284e-06
"5594","War Stories",11,7.61941992852522e-06
"5595","Will They Know Me Back Home?",11,0.0714708465691545
"5596","81 Words",11,0.100783823538884
"5597","Ask An Expert",11,0.406723316537648
"5598","Big Tent",11,6.78621130520277e-06
"5599","Own Worst Enemy",11,6.69713114029443e-06
"5600","Neighbors",11,0.00554526597415724
"5601","Name Change",11,0.0129401710469023
"5602","Later That Same Day",11,0.00441148283623298
"5603","Georgia Rambler",11,6.62346282643257e-06
"5604","Is That What I Look Like?",11,7.12021380726645e-06
"5605","Something for Nothing",11,7.96539389870804e-06
"5606","Godless America",11,0.0799732680550655
"5607","A Teenager's Guide to God",11,0.00155853144347204
"5608","Apocalypse",11,0.016498083973347
"5609","Apology",11,0.112939149218519
"5610","By Proxy",11,0.0559059927947368
"5611","Fake I.D.",11,7.14075367439289e-06
"5612","Ghosts of Elections Past",11,0.0165870258341194
"5613","Golden Calf",11,0.0243066766081945
"5614","Gossip",11,0.00162318818272476
"5615","Got Your Back",11,0.0242818908385248
"5616","High Cost of Living",11,0.00226078079370152
"5617","Invisible Made Visible",11,8.99687989149006e-06
"5618","Know Your Enemy",11,0.655828070314667
"5619","Like It or Not",11,0.0134602265959766
"5620","Lost in Translation",11,0.0644121757285625
"5621","Love",11,9.37286547560225e-06
"5622","Nemeses",11,7.2421153732693e-06
"5623","Nice Work If You Can Get It",11,0.00909843466220222
"5624","No Place Like Home",11,6.79448980086428e-06
"5625","Office Politics",11,6.79448906624779e-06
"5626","Parental Guidance Suggested",11,0.0542155987843377
"5627","Perfect Evidence",11,0.339075953790028
"5628","Politics",11,0.0429827195160387
"5629","Pursuit of Happiness",11,7.20697450923441e-06
"5630","Recordings for Someone",11,7.51828243877819e-06
"5631","Save the Day",11,0.0899116136275642
"5632","Suckers",11,0.00228058051117752
"5633","The Annoying Gap Between Theory...and Practice",11,6.68708031703429e-06
"5634","The Invention of Money",11,6.86004211548146e-06
"5635","The Psychopath Test",11,0.0109355412321817
"5636","The Super",11,0.0181090799331386
"5637","This I Used to Believe",11,6.52963463706386e-06
"5638","Wait - Do You Have The Map?",11,6.8243206708212e-06
"5639","We Didn’t",11,0.105696715775315
"5640","What You Lookin’ At?",11,8.58876194621019e-06
"5641","Harold",11,0.00163719759677341
"5642","Middle of the Night",11,7.56765573740435e-06
"5643","Justice",11,0.636205554125657
"5644","Poultry Slam 2011",11,0.0691903856488263
"5645","Defying Sickness",11,9.31408668734443e-06
"5646","Teenage Embed, Part Two",11,0.0674963116273086
"5647","Somewhere in the Arabian Sea",11,6.36667048746919e-06
"5648","Windfall",11,0.133543676341757
"5649","2010",11,7.00895842231097e-06
"5650","And the Call Was Coming from the Basement",11,0.00721141443403769
"5651","David and Goliath",11,7.69840671733371e-06
"5652","Going Big",11,6.74920617250911e-06
"5653","Habeas Schmabeas",11,0.953790812343433
"5654","Habeas Schmabeas 2007",11,0.951434742190386
"5655","Hiding in Plain Sight",11,0.629243962396725
"5656","It Says So Right Here",11,0.051674651666719
"5657","Mapping",11,7.65257122022399e-06
"5658","Mr. Daisey and the Apple Factory",11,7.5326868109126e-06
"5659","My Two Cents",11,6.60252364479563e-06
"5660","Neighborhood Watch",11,0.0102831743312372
"5661","Special Treatment",11,0.0505195846565861
"5662","Take the Money and Run for Office",11,7.00895888836542e-06
"5663","The Prosecutor",11,0.941366342827539
"5664","Very Tough Love",11,0.402818846102185
"5665","Wake Up Now",11,6.67906110872503e-06
"5666","When Patents Attack!",11,0.0107080124095644
"5667","When Patents Attack... Part Two!",11,0.00542301226049005
"5668","Back from the Dead",11,6.27521187931238e-06
"5669","Guns",11,0.11690768072889
"5670","Classifieds",11,7.67718324110569e-06
"5671","Crush",11,0.0466528468717764
"5672","Democratic Convention",11,7.04070926695907e-06
"5673","Got You Pegged",11,6.85020091339715e-06
"5674","Say Anything",11,8.22617563409564e-06
"5675","Christmas",11,0.0552402506608667
"5676","Prom",11,7.72420669171031e-06
"5677","Right to Remain Silent",11,0.0945374714232429
"5678","Americans In Paris",11,7.07798810351281e-06
"5679","Escape the Box",11,7.75918237743762e-06
"5680","Moving",11,7.3512418366933e-06
"5681","The Fix Is In",11,0.288188823294709
"5682","Valentine’s Day ’99",11,0.0350037508339509
"5683","How We Talked Back Then",11,7.45538319490795e-06
"5684","Middlemen",11,7.92008837842691e-06
"5685","Scenes from A Transplant",11,7.67101482646229e-06
"5686","Shoulda Been Dead",11,8.34428146534108e-06
"5687","Throwing the First Punch",11,0.0101448922938082
"5688","Pro Se",11,0.138664509600339
"5689","Republican Convention",11,7.49972280362154e-06
"5690","The Alibi",11,0.0412214831893365
"5691","The This American Life Holiday Spectacular",11,7.89669314082866e-06
"5692","What Is This Thing?",11,7.09376532447986e-06
"5693","Crybabies",11,6.83898484998756e-06
"5694","180 Degrees",11,0.0103594110678822
"5695","Christmas and Commerce",11,0.0734244697411665
"5696","Amusement Park",11,6.47272082556825e-06
"5697","Cringe",11,7.13922813010222e-06
"5698","Return to Childhood 2008",11,8.02565245344664e-06
"5699","Self-Improvement Kick",11,7.01852806447688e-06
"5700","The Ten Commandments",11,7.10130197308559e-06
"5701","One of Us",11,0.00799519079197834
"5702","Show Me the Way",11,7.24997045060973e-06
"5703","The Cruelty of Children",11,0.00146322291064528
"5704","Hitler’s Yacht",11,6.9018397330243e-06
"5705","Fire",11,7.74210372302783e-06
"5706","A Night at the Wiener Circle",11,8.40303157305986e-06
"5707","Send a Message",11,6.99502080048506e-06
"5708","Adult Children",11,9.38470934533885e-06
"5709","Star-Crossed Love",11,0.029908312258296
"5710","Small Scale Sin",11,7.05333884475443e-06
"5711","Julia Sweeney",11,7.11718029870588e-06
"5712","Wrong Side of History",11,0.14241423930871
"5713","Monogamy",11,7.86694877533247e-06
"5714","Mind Your Own Business",11,0.342831333235826
"5715","Father’s Day ‘99",11,7.56166294804889e-06
"5716","Faustian Bargains",11,6.90112654444046e-06
"5717","Mob Mentality",11,0.0160373543602809
"5718","Social Engineering",11,7.45621635185143e-06
"5719","One Thing",11,8.02373011688697e-06
"5720","Adventures in the Simple Life",11,7.69574693922155e-06
"5721","Infidelity",11,7.79901869872442e-06
"5722","Poultry Slam 2008",11,0.0120369105596676
"5723","Allure of Crime",11,0.0755969681052884
"5724","The View From In Here",11,6.41186886912127e-06
"5725","If You Don’t Have Anything Nice to Say, SAY IT IN ALL CAPS",11,6.95715838985077e-06
"5726","In Dog We Trust",11,7.47121915539714e-06
"5727","Cat and Mouse",11,0.0950679867957167
"5728","First Day",11,7.50056363617579e-06
"5729","Know When To Fold ‘Em",11,0.323402806920635
"5730","Mortal Vs. Venial",11,0.736507231054817
"5731","My Reputation",11,6.26169106233258e-06
"5732","Ruining It for the Rest of Us",11,7.40746051356198e-06
"5733","The Cat Came Back",11,0.0448893033539401
"5734","The Missing Parents Bureau",11,6.74648062851334e-06
"5735","Somewhere Out There",11,6.95426231742839e-06
"5736","Reap What You Sow",11,0.114291103822973
"5737","20 Acts in 60 Minutes",11,7.32144809447956e-06
"5738","Media Fringe",11,7.39025945666922e-06
"5739","Telephone",11,0.0046085056542834
"5740","Not What I Signed Up For",11,0.00264625011673127
"5741","Mistakes Were Made",11,0.0390883486917077
"5742","How to Talk to Kids",11,6.97749420583254e-06
"5743","Lost in America",11,0.0138548063956889
"5744","Fine Print",11,0.0928072222835661
"5745","Fine Print 2011",11,0.0648503561540053
"5746","Act V",11,0.137900232785956
"5747","Away From Home",11,9.29465896114882e-06
"5748","Drama Bug",11,8.0809635222481e-06
"5749","Comedians of Christmas Comedy Special",11,0.0040171097357598
"5750","The Angels Wanna Wear My Red Suit",11,0.230268524680582
"5751","How to Win Friends and Influence People",11,0.00691521281424866
"5752","Mother’s Day",11,0.0498626068771198
"5753","Scenes From a Recession",11,6.75261479527449e-06
"5754","Tribes",11,6.89756521526274e-06
"5755","A Better Mousetrap",11,0.353205024424622
"5756","A Better Mousetrap 2008",11,0.248483104495119
"5757","Another Frightening Show About the Economy",11,6.50421565751928e-06
"5758","Economy",11,7.24211531755246e-06
"5759","Good Guys",11,7.47122015032586e-06
"5760","Harper High School - Part Two",11,6.40020315756723e-06
"5761","Hit the Road",11,7.90696916727886e-06
"5762","How to Take Money from Strangers",11,7.35852730145273e-06
"5763","I Was Just Trying To Help",11,0.0142440265299623
"5764","In the Shadow of the City",11,6.86074668081713e-06
"5765","Is This Working?",11,6.21799935476359e-06
"5766","It's Not the Product, It's the Person",11,6.90326440362448e-06
"5767","Million Dollar Idea",11,7.18450711481525e-06
"5768","Other People's Mail",11,7.16832560211901e-06
"5769","Petty Tyrant",11,0.199903470102802
"5770","Quitting",11,9.27659647761394e-06
"5771","See No Evil",11,0.378789596705292
"5772","Small Towns",11,7.65695440667395e-06
"5773","Switcheroo",11,0.0135317974815782
"5774","Teenaged Girls",11,7.71885508921027e-06
"5775","The New Boss",11,0.00430770884305281
"5776","The Radio Drama Episode",11,5.75091876420061e-06
"5777","Toxie",11,6.63859369227926e-06
