id,region1,region2,region3,region4,homeowner,n_children,hh_income,female,wealth_rating,avg_home_value,median_neighborhood_income,avg_neighborhood_income,pct_low_income,lifetime_promotions_received,lifetime_gifts,largest_gift,most_recent_gift,months_since_gift,gift_time_lag,average_gift_amount,donor,damt
3400,0,1,0,0,1,1,6,1,3,266,62,75,5,96,293,30,22,22,8,17.56,0,0
3402,0,0,0,1,1,1,4,1,7,323,94,95,1,59,87,23,21,15,15,8.83,0,0
3403,0,1,0,0,1,2,6,0,4,192,36,50,25,64,191,22,16,18,9,9.78,0,0
3404,1,0,0,0,1,4,4,1,3,136,26,39,16,13,40,9,10,23,3,7.02,0,0
3406,0,0,0,1,0,3,2,1,8,120,10,33,57,64,81,30,15,26,12,12.05,0,0
3411,1,0,0,0,1,0,6,0,0,119,18,38,16,106,191,14,7,22,7,4.94,0,0
3413,0,0,0,1,1,5,6,1,0,208,23,59,13,56,108,12,6,12,6,7.95,0,0
3414,0,0,0,0,1,2,4,1,7,210,52,52,2,53,90,13,8,13,4,8.84,0,0
3417,0,0,0,0,1,1,5,0,1,240,60,83,5,82,101,4,2,15,5,4.94,0,0
3423,0,0,0,0,1,3,4,0,3,105,14,33,58,64,94,42,25,17,6,12.8,0,0
3425,1,0,0,0,1,2,2,1,9,146,39,50,13,86,86,23,8,15,17,13.3,0,0
3428,0,1,0,0,1,1,3,0,9,337,78,107,0,68,81,15,18,19,3,10.57,0,0
3429,0,0,0,0,0,3,2,1,9,70,32,32,22,59,67,13,9,13,5,5.14,0,0
3430,0,0,0,0,1,2,3,0,7,71,18,27,51,62,113,44,40,16,4,13.86,0,0
3433,1,0,0,0,1,4,3,1,9,85,23,23,40,71,92,25,13,15,5,7.68,0,0
3434,0,1,0,0,1,3,5,0,7,140,28,39,32,44,64,35,18,15,9,10.95,0,0
3439,0,1,0,0,1,1,6,0,8,147,42,45,9,21,28,18,23,19,6,7.73,0,0
3440,0,1,0,0,0,4,5,0,8,191,46,49,7,56,97,17,16,31,9,11.43,0,0
3441,0,0,0,1,0,3,4,0,8,140,27,46,16,63,118,39,24,14,8,17.53,0,0
3443,1,0,0,0,1,4,4,1,2,154,42,55,16,86,186,24,15,23,9,15.35,0,0
3444,0,0,1,0,1,2,4,1,8,151,26,41,9,59,91,8,5,21,5,7,0,0
3445,0,1,0,0,1,3,4,1,5,267,56,56,5,116,265,19,16,23,7,11.69,0,0
3447,0,1,0,0,1,1,3,0,9,212,22,57,19,62,253,253,80,19,5,28.67,0,0
3449,0,0,0,0,1,2,1,0,8,121,20,33,39,33,73,33,17,19,3,21.88,0,0
3452,1,0,0,0,1,2,7,1,3,141,17,55,28,41,65,27,32,24,3,15.84,0,0
3454,0,0,0,0,1,1,7,0,8,106,24,44,28,78,127,17,11,17,4,13.08,0,0
3458,0,1,0,0,1,3,2,0,0,117,18,46,22,41,70,51,22,16,13,14.44,0,0
3461,0,1,0,0,0,0,5,0,1,222,53,61,2,27,43,14,12,23,3,15.63,0,0
3462,0,0,0,0,1,2,4,1,5,92,33,35,17,60,79,16,13,20,4,13.11,0,0
3463,0,0,0,0,1,2,5,1,9,222,46,55,13,123,154,10,6,18,5,12.34,0,0
3465,0,0,0,0,1,4,6,0,9,133,56,56,5,47,75,13,7,13,4,8.21,0,0
3467,0,0,1,0,0,2,1,1,9,144,40,40,17,113,164,24,22,26,5,23.28,0,0
3468,0,0,0,0,1,2,5,1,9,114,24,36,27,53,74,13,12,18,4,20.63,0,0
3471,0,0,0,0,1,4,4,1,2,173,25,41,18,83,153,5,4,13,6,4.89,0,0
3473,0,0,0,0,1,2,1,1,8,147,46,46,12,53,73,12,8,18,5,9.15,0,0
3475,0,1,0,0,1,3,5,1,8,208,53,76,2,38,74,63,26,20,4,21.71,0,0
3481,0,1,0,0,1,1,1,0,2,122,24,38,25,24,91,91,32,18,6,44.63,0,0
3484,0,0,0,0,0,4,5,1,3,217,39,72,8,8,50,42,50,22,7,16.74,0,0
3485,0,1,0,0,0,2,4,1,9,84,14,28,40,31,60,5,5,20,9,4.82,0,0
3487,0,0,0,1,1,3,1,0,9,101,17,41,40,8,36,25,7,21,8,15.23,0,0
3488,0,1,0,0,1,2,5,1,7,120,15,41,28,66,132,17,16,13,21,17.6,0,0
3489,0,0,1,0,1,3,5,1,7,189,48,54,4,5,36,18,12,15,6,9.48,0,0
3490,0,0,1,0,1,4,3,0,4,72,11,21,51,72,95,13,8,22,7,9.14,0,0
3492,0,0,0,0,0,2,5,0,8,187,25,44,9,24,67,4,2,8,3,2.68,0,0
3494,0,0,1,0,0,2,4,0,1,118,23,44,9,87,127,15,12,21,3,17.01,0,0
3503,1,0,0,0,1,3,6,1,9,101,25,41,22,62,86,11,14,17,10,6.41,0,0
3509,0,0,0,0,1,1,2,1,9,153,66,66,16,84,91,21,13,15,8,11.32,0,0
3510,0,0,0,0,1,2,4,0,5,197,42,54,12,126,238,24,21,15,7,7.58,0,0
3512,0,0,1,0,0,2,1,0,3,250,54,62,4,26,31,20,13,24,11,10.76,0,0
3515,0,0,0,1,1,3,3,0,9,114,19,44,24,110,137,7,8,16,4,7.67,0,0
3516,0,0,1,0,1,1,4,1,0,215,21,55,9,52,78,21,13,22,3,20.06,0,0
3517,0,1,0,0,1,0,7,1,4,96,29,29,35,74,123,15,17,8,5,11.77,0,0
3523,0,1,0,0,1,2,7,1,5,209,19,51,12,40,71,7,5,18,8,4.87,0,0
3528,0,1,0,0,1,1,2,1,6,180,46,66,13,36,63,13,13,16,5,10.93,0,0
3531,0,0,0,0,1,2,4,0,9,147,44,44,13,84,204,32,28,39,10,14.6,0,0
3536,0,0,0,0,1,2,4,0,8,133,20,25,32,65,124,33,28,19,3,21.75,0,0
3537,0,0,0,0,0,2,6,1,8,103,14,40,49,85,128,41,45,23,9,18.45,0,0
3538,0,0,0,0,0,2,5,1,9,131,16,35,46,106,174,6,6,7,4,3.89,0,0
3542,0,1,0,0,1,5,4,1,9,100,22,28,37,23,59,13,4,24,9,8.63,0,0
3544,0,0,0,1,1,2,4,0,3,132,39,39,14,111,241,12,7,23,7,8.77,0,0
3546,0,0,0,0,1,2,1,0,2,107,22,29,20,54,133,16,17,39,8,11.8,0,0
3547,0,1,0,0,1,2,5,0,8,144,37,49,19,51,91,10,9,15,14,6.83,0,0
3550,0,1,0,0,1,1,5,1,8,89,16,31,46,98,160,11,16,23,11,16.24,0,0
3552,0,0,0,0,1,3,4,1,4,252,29,72,20,29,58,58,52,14,8,23.13,0,0
3553,0,1,0,0,1,2,4,1,2,186,56,61,3,51,81,8,6,19,3,4.82,0,0
3554,0,0,0,0,1,2,5,1,4,144,32,39,9,50,76,7,6,15,7,5.15,0,0
3557,0,0,1,0,1,4,2,1,8,221,57,77,9,54,94,94,40,13,5,35.88,0,0
3558,1,0,0,0,1,3,5,1,9,126,18,30,25,124,263,4,4,15,7,4.88,0,0
3559,0,0,0,1,1,4,4,1,8,176,56,56,6,110,282,105,73,17,6,64.22,0,0
3560,0,0,0,0,1,2,2,0,9,187,70,70,7,71,142,8,6,23,7,8.24,0,0
3562,0,0,1,0,0,2,3,1,9,80,8,27,64,114,214,11,10,23,21,11.11,0,0
3563,1,0,0,0,1,1,4,1,8,249,54,54,7,60,94,15,11,15,11,5.26,0,0
3564,0,1,0,0,1,1,1,1,9,150,39,52,2,104,193,16,8,13,9,7.41,0,0
3565,0,0,0,1,1,2,4,1,9,107,24,38,8,36,62,20,15,23,8,16.51,0,0
3567,0,1,0,0,1,3,2,0,8,95,19,27,26,81,100,4,5,21,7,4.92,0,0
3568,0,0,1,0,1,2,6,1,9,132,75,75,1,46,70,9,9,15,6,5.65,0,0
3569,0,0,0,0,1,2,4,1,9,90,14,28,70,61,74,21,14,18,14,10.43,0,0
3571,0,0,0,1,1,2,3,1,8,220,46,92,1,43,78,34,38,26,7,19.11,0,0
3575,0,0,0,0,1,2,4,1,5,195,65,65,3,38,64,21,14,9,4,9.83,0,0
3576,0,1,0,0,1,3,3,1,4,175,44,47,13,22,39,21,7,36,4,18,0,0
3579,0,1,0,0,1,2,1,1,4,209,52,52,7,71,108,14,8,38,3,7.31,0,0
3580,0,1,0,0,0,2,6,1,1,116,38,62,30,26,58,24,19,15,9,11.28,0,0
3582,1,0,0,0,1,2,7,0,8,126,43,43,11,38,65,10,9,34,6,7.26,0,0
3583,0,1,0,0,0,3,2,1,8,98,10,28,61,101,179,126,163,16,10,41.01,0,0
3584,0,1,0,0,0,2,4,0,6,319,128,128,0,4,68,68,17,18,5,27.21,0,0
3585,0,0,1,0,0,4,4,0,5,80,25,27,36,54,80,62,34,19,11,24.58,0,0
3586,0,1,0,0,1,2,1,1,8,207,50,50,5,72,128,15,12,19,7,12.62,0,0
3587,0,0,0,0,0,1,4,1,8,149,26,52,12,31,51,5,6,16,3,4.89,0,0
3592,0,0,0,0,0,2,6,1,9,155,28,44,18,78,137,22,38,19,5,8.43,0,0
3594,0,0,1,0,0,2,3,0,3,177,43,75,12,30,58,15,19,12,7,13.6,0,0
3597,1,0,0,0,1,5,1,1,8,339,77,92,3,76,145,6,3,12,10,7.02,0,0
3600,1,0,0,0,1,2,2,1,9,109,23,35,20,52,98,77,27,24,2,24.55,0,0
3602,0,0,0,0,1,3,4,1,9,228,57,57,12,45,118,32,23,22,3,16.49,0,0
3605,0,0,0,1,0,3,5,0,1,125,39,44,8,19,38,24,16,25,4,10.57,0,0
3606,1,0,0,0,1,3,4,1,5,288,62,72,3,43,69,18,32,12,5,7.65,0,0
3608,0,0,0,0,1,0,4,1,8,150,21,38,17,23,49,5,4,31,11,5.8,0,0
3609,0,1,0,0,1,3,3,1,8,157,25,43,15,40,61,55,17,24,5,15.54,0,0
3611,0,1,0,0,1,3,2,1,6,108,55,55,3,28,73,73,41,17,7,22.61,0,0
3612,0,0,1,0,1,3,1,1,2,325,81,81,0,43,87,20,11,14,4,8.64,0,0
3614,0,1,0,0,1,3,5,1,8,317,49,78,1,27,42,15,17,22,3,10.99,0,0
3615,1,0,0,0,0,2,2,1,8,127,47,47,24,7,27,9,9,28,4,8.95,0,0
3616,0,0,1,0,1,5,7,0,8,110,20,44,27,104,204,29,14,21,4,12.76,0,0
3620,0,0,1,0,1,0,5,1,9,242,64,81,4,9,35,14,23,13,6,12.79,0,0
3624,1,0,0,0,0,3,1,0,9,164,36,43,14,21,58,12,9,13,11,8.46,0,0
3626,0,0,0,0,1,2,5,0,1,166,26,63,31,55,78,15,12,15,7,6.6,0,0
3628,0,1,0,0,1,2,1,0,8,123,32,32,29,30,73,8,7,18,4,5.34,0,0
3631,0,0,1,0,1,3,7,0,3,182,50,59,3,16,31,10,13,17,7,9.66,0,0
3632,0,0,0,0,1,0,7,0,4,209,27,76,7,55,86,25,20,13,4,13.15,0,0
3635,0,1,0,0,1,3,1,1,8,165,32,41,10,79,123,15,15,18,3,9.28,0,0
3637,1,0,0,0,0,5,4,1,9,175,78,78,10,60,191,191,74,23,3,46.15,0,0
3640,0,1,0,0,1,2,3,1,4,97,20,26,27,101,113,12,6,20,3,6.13,0,0
3641,0,0,1,0,1,5,1,0,8,218,47,53,7,33,70,7,4,38,7,4.4,0,0
3642,0,0,0,1,1,3,5,1,1,188,33,50,17,103,248,25,12,21,6,12.7,0,0
3645,0,1,0,0,0,3,4,0,4,166,36,63,7,56,76,13,8,16,10,17.26,0,0
3646,0,0,1,0,0,2,4,1,9,147,41,49,5,120,314,6,5,20,3,8.17,0,0
3657,0,0,0,0,1,3,4,0,8,156,23,44,17,87,145,12,10,13,11,9.4,0,0
3658,0,0,0,0,1,3,5,1,9,110,10,36,69,122,480,98,40,15,4,38.34,0,0
3660,1,0,0,0,1,2,3,0,9,127,25,36,17,64,114,25,21,28,5,13.19,0,0
3661,0,0,0,0,1,0,2,0,0,161,22,48,36,47,80,20,13,19,11,17.11,0,0
3665,0,0,0,0,1,0,1,0,0,138,31,54,6,62,95,16,12,13,10,9.83,0,0
3667,1,0,0,0,0,2,3,1,1,149,41,41,13,88,120,17,18,22,9,9.43,0,0
3674,1,0,0,0,1,2,3,0,3,199,68,68,1,47,68,32,21,14,16,13.9,0,0
3676,0,1,0,0,1,3,6,1,0,125,45,45,19,13,34,19,23,21,16,7.12,0,0
3680,0,0,0,0,1,2,6,0,8,146,30,44,30,40,55,9,5,15,3,6.31,0,0
3682,0,0,0,0,0,2,1,1,9,165,41,43,6,102,264,27,17,18,20,10.56,0,0
3683,0,1,0,0,0,3,5,0,9,240,38,77,7,45,71,3,3,29,5,4.92,0,0
3684,0,0,1,0,1,4,4,0,8,118,24,57,31,119,146,11,9,22,4,11.05,0,0
3687,1,0,0,0,1,4,7,1,9,181,44,61,10,44,81,18,20,18,3,12.32,0,0
3692,0,1,0,0,1,1,2,0,8,209,27,45,5,147,267,22,7,15,8,18.58,0,0
3693,1,0,0,0,1,3,7,1,8,161,38,62,8,42,64,27,21,16,15,25.39,0,0
3696,0,1,0,0,1,3,5,0,8,117,13,39,48,90,179,6,10,22,8,6.17,0,0
3697,1,0,0,0,1,2,3,1,3,303,53,81,2,52,75,20,15,20,10,15.06,0,0
3698,0,0,1,0,1,2,5,0,0,205,43,48,6,32,59,25,20,23,11,18.07,0,0
3699,0,0,0,1,1,1,1,1,8,440,84,107,0,73,235,12,7,9,9,8.96,0,0
3700,1,0,0,0,1,2,5,1,9,107,14,31,47,16,50,14,14,12,12,10.18,0,0
3702,0,0,0,1,1,3,6,0,9,101,25,36,36,31,63,25,26,20,12,13.77,0,0
3706,0,0,0,0,0,1,4,0,9,116,33,33,23,38,74,7,5,21,7,4.42,0,0
3710,0,0,0,0,1,2,1,1,9,113,8,24,67,14,52,35,16,14,7,9.8,0,0
3711,0,0,1,0,1,0,6,0,6,135,42,42,5,56,55,13,11,16,12,16.94,0,0
3712,0,0,0,1,1,4,7,1,6,131,28,34,29,79,184,14,18,21,5,16.05,0,0
3716,0,0,1,0,0,2,5,1,8,277,87,87,1,17,23,23,13,20,3,16.51,0,0
3718,1,0,0,0,1,3,4,1,8,143,27,42,13,110,243,18,18,24,12,16.23,0,0
3719,0,0,0,0,1,0,7,1,8,359,98,98,0,103,164,19,17,13,8,11.19,0,0
3721,1,0,0,0,1,2,7,1,8,157,41,70,5,82,131,27,38,13,11,16.01,0,0
3722,0,1,0,0,1,2,3,1,9,144,31,35,17,106,484,8,5,22,14,5.82,0,0
3724,0,0,0,0,0,0,3,0,9,179,45,63,5,66,103,21,18,16,9,22.56,0,0
3726,0,0,0,0,1,1,1,0,8,154,24,29,18,30,66,10,8,14,6,6.4,0,0
3729,0,1,0,0,1,4,5,0,1,110,24,39,31,57,67,11,4,16,7,4.55,0,0
3730,0,0,0,0,1,0,1,0,9,168,20,51,6,13,25,10,12,12,4,9.63,0,0
3731,1,0,0,0,1,2,5,1,8,193,42,47,13,14,53,16,30,16,6,11.64,0,0
3733,1,0,0,0,1,5,4,1,3,158,15,40,29,70,69,40,27,24,8,33.94,0,0
3735,0,0,0,1,1,0,2,1,8,131,24,37,21,14,37,7,4,16,17,5.19,0,0
3736,1,0,0,0,1,1,5,1,8,143,33,49,9,85,122,5,5,15,3,3.87,0,0
3737,1,0,0,0,0,3,4,1,8,157,40,43,26,33,95,95,59,18,4,20.23,0,0
3740,0,0,0,1,1,2,4,0,4,123,25,47,23,48,119,10,14,35,11,11.31,0,0
3741,0,0,0,1,1,2,4,1,8,190,50,51,8,62,79,79,32,20,10,26.05,0,0
3742,0,1,0,0,1,2,2,1,8,150,33,55,9,49,83,17,15,13,8,19.43,0,0
3744,0,1,0,0,1,4,3,1,9,91,15,24,53,66,75,7,5,22,15,5.57,0,0
3745,0,0,1,0,0,2,2,1,9,144,38,38,33,96,116,20,13,23,3,9.53,0,0
3747,0,0,0,0,1,1,6,1,9,251,56,108,3,63,98,24,8,22,10,14.06,0,0
3755,0,0,0,1,0,0,6,1,4,203,62,71,6,8,39,39,30,17,4,27.28,0,0
3757,1,0,0,0,1,2,4,0,8,268,52,83,3,39,51,5,6,14,17,2.98,0,0
3758,0,1,0,0,1,2,1,0,6,279,75,102,1,71,117,20,15,20,6,15.68,0,0
3759,1,0,0,0,1,2,7,0,5,236,66,66,5,56,87,39,23,20,4,17.62,0,0
3761,0,1,0,0,1,2,4,1,8,293,50,98,1,66,104,7,6,39,4,7.18,0,0
3763,0,0,0,0,1,2,2,1,6,135,43,43,5,62,92,7,4,18,10,7.05,0,0
3764,0,1,0,0,1,2,1,1,7,326,113,113,0,51,70,18,12,17,8,21.11,0,0
3765,1,0,0,0,1,1,4,1,9,198,49,60,18,12,72,72,36,18,8,21.23,0,0
3766,1,0,0,0,1,4,2,0,8,213,91,91,1,59,94,6,6,18,3,5.31,0,0
3767,0,1,0,0,1,3,7,1,9,164,59,59,8,17,55,13,9,23,3,7.82,0,0
3773,0,0,0,0,0,3,4,0,3,162,25,45,20,91,202,7,4,15,6,7.82,0,0
3776,0,0,0,1,1,2,4,0,3,183,41,45,17,30,56,5,4,23,6,4.03,0,0
3779,0,1,0,0,1,4,3,0,9,223,32,55,3,102,205,12,9,27,9,12.39,0,0
3781,0,0,0,0,1,3,4,1,8,179,41,50,12,34,53,28,23,30,5,16.38,0,0
3783,1,0,0,0,0,2,1,1,8,197,41,79,8,85,91,16,13,19,8,8.44,0,0
3787,0,0,0,1,1,0,1,0,3,134,17,37,22,68,86,6,8,17,6,6.35,0,0
3788,0,0,0,1,0,0,2,1,5,207,55,55,3,89,124,52,31,16,6,16.91,0,0
3790,0,0,1,0,1,2,4,0,6,164,29,52,19,82,120,56,68,13,8,27.05,0,0
3795,0,0,1,0,1,2,1,1,8,90,26,27,44,34,81,18,14,36,7,12.53,0,0
3797,0,1,0,0,1,3,7,1,8,221,46,79,7,14,43,30,25,16,4,14.94,0,0
3798,1,0,0,0,1,2,6,1,5,156,55,56,4,97,234,15,13,13,6,11.84,0,0
3799,0,0,0,0,1,2,4,0,4,242,47,71,14,81,86,15,12,14,7,12.52,0,0
3804,0,0,1,0,1,2,5,0,4,166,51,51,13,72,121,14,10,10,7,9.9,0,0
3805,0,0,1,0,1,2,4,0,0,145,25,38,9,64,121,26,25,23,10,11.73,0,0
3806,0,0,0,1,1,2,4,1,8,189,52,52,7,16,52,32,32,19,6,24.05,0,0
3811,0,1,0,0,1,2,5,1,2,240,59,59,3,42,60,7,5,20,5,5.8,0,0
3812,0,0,1,0,1,2,5,0,7,285,103,103,0,23,66,63,31,24,7,14.36,0,0
3813,0,1,0,0,0,0,4,1,0,78,14,31,47,54,82,43,31,11,7,17.29,0,0
3817,0,0,0,1,1,4,7,1,9,203,59,59,5,26,54,54,44,36,4,10.13,0,0
3819,0,0,0,1,0,1,5,1,8,161,39,48,5,117,282,8,10,11,3,7.25,0,0
3820,0,1,0,0,1,3,6,1,8,56,8,18,69,25,63,15,7,18,5,7.84,0,0
3823,0,0,0,0,1,3,4,1,1,167,31,56,41,94,153,17,13,18,12,14.34,0,0
3826,1,0,0,0,1,4,2,0,7,264,39,93,9,26,72,14,16,14,4,13.74,0,0
3839,1,0,0,0,1,2,6,0,9,303,52,57,3,16,36,10,9,21,7,8.65,0,0
3840,0,0,0,1,1,2,5,1,6,102,21,29,39,52,77,8,5,21,7,6.94,0,0
3842,0,1,0,0,1,2,7,0,9,175,15,39,33,70,100,27,15,20,3,20.54,0,0
3847,0,1,0,0,0,2,7,0,9,201,40,62,7,52,100,18,15,18,4,7.36,0,0
3848,1,0,0,0,0,2,4,1,8,341,100,100,0,112,271,32,42,20,8,15.26,0,0
3850,1,0,0,0,1,5,4,0,7,167,43,49,10,99,137,7,5,20,3,6.95,0,0
3851,0,0,0,0,1,0,2,1,1,152,32,44,23,60,144,12,15,21,8,12.23,0,0
3852,0,0,0,0,1,3,4,1,8,227,36,59,8,45,76,6,5,19,9,5.98,0,0
3854,0,0,0,1,1,1,6,1,8,173,57,57,3,39,86,15,15,17,8,7.03,0,0
3855,0,0,0,0,1,3,1,1,8,197,33,48,22,95,209,32,22,23,6,12.79,0,0
3865,0,0,1,0,1,2,5,1,9,135,37,39,13,16,57,6,4,18,5,6.01,0,0
3866,1,0,0,0,0,2,1,1,8,216,35,56,15,62,84,18,10,20,5,15.02,0,0
3868,1,0,0,0,1,2,3,1,8,295,75,103,0,17,57,15,7,13,6,8.02,0,0
3871,0,0,0,0,1,3,1,1,6,215,56,57,4,55,77,8,6,21,9,9.41,0,0
3874,0,1,0,0,1,1,2,1,8,124,25,37,27,31,84,6,3,7,12,5.2,0,0
3880,0,0,0,0,1,0,1,0,8,228,47,71,5,70,98,20,12,20,5,14.15,0,0
3884,0,0,0,1,0,0,2,1,8,153,19,43,47,29,55,27,45,21,5,23.05,0,0
3888,0,0,0,0,1,5,5,0,9,158,45,45,7,77,98,7,5,15,7,7.21,0,0
3889,0,1,0,0,1,3,3,1,6,134,16,34,19,78,133,14,11,13,3,9.31,0,0
3894,0,1,0,0,1,0,7,0,6,229,84,84,1,33,72,9,11,8,6,7.38,0,0
3896,0,1,0,0,1,2,4,1,8,199,30,46,13,41,108,12,11,14,8,5.87,0,0
3898,0,0,0,0,1,2,2,0,9,194,38,54,5,53,74,74,34,24,8,21.65,0,0
3903,0,0,0,1,1,1,6,1,4,158,29,56,21,24,53,14,16,14,6,7.82,0,0
3905,1,0,0,0,1,1,4,0,6,123,23,32,26,31,47,25,19,16,5,15.79,0,0
3906,0,0,0,1,1,2,4,1,9,161,19,42,36,4,32,8,7,22,9,7.3,0,0
3907,0,0,0,0,1,3,4,1,3,197,27,43,16,21,31,19,12,20,3,9.78,0,0
3914,0,0,0,1,1,1,4,0,1,195,35,54,2,94,167,12,7,7,3,9.58,0,0
3915,1,0,0,0,1,2,4,1,8,157,32,56,19,65,123,16,15,36,9,7.61,0,0
3916,0,0,1,0,0,2,4,0,8,151,28,56,17,34,66,66,53,21,7,23.23,0,0
3917,0,0,0,0,1,3,5,0,8,184,46,54,5,60,92,20,10,13,16,17.8,0,0
3921,0,1,0,0,0,2,1,1,8,151,47,51,5,67,164,21,16,23,7,10.12,0,0
3922,0,0,0,1,0,2,3,1,0,168,20,59,8,77,107,9,12,15,5,8.68,0,0
3927,0,1,0,0,1,3,3,0,9,165,42,48,10,69,103,24,16,15,9,13.15,0,0
3929,0,0,0,1,0,2,2,1,8,103,16,27,38,33,56,26,14,16,7,20.93,0,0
3932,0,0,0,0,1,3,5,0,8,167,43,54,20,105,101,28,26,36,5,13.52,0,0
3937,0,0,1,0,1,2,5,0,9,186,39,48,9,18,44,37,17,22,4,14.14,0,0
3942,0,1,0,0,1,3,2,1,8,242,74,80,0,63,113,40,24,13,26,27.39,0,0
3945,0,1,0,0,1,2,1,0,9,235,67,84,1,23,49,20,13,15,7,8.55,0,0
3951,0,0,0,1,0,4,4,1,8,119,33,33,17,19,51,11,7,10,3,9.27,0,0
3953,0,0,0,0,1,2,4,0,8,188,42,42,11,107,110,13,9,20,4,9.56,0,0
3962,0,1,0,0,1,1,3,0,9,117,33,42,22,83,152,93,27,7,5,20.93,0,0
3965,0,1,0,0,1,1,1,1,9,262,32,61,4,44,76,11,10,22,5,12.41,0,0
3970,0,1,0,0,1,2,2,0,9,197,48,50,5,61,75,21,14,16,4,11.06,0,0
3971,0,0,1,0,1,1,2,0,8,113,37,47,9,24,50,23,20,18,7,9.74,0,0
3981,0,1,0,0,1,3,5,0,9,154,41,43,12,55,84,10,11,12,6,8.49,0,0
3984,0,0,0,1,1,3,2,1,7,76,14,37,47,23,29,29,11,23,5,12.07,0,0
3987,1,0,0,0,0,5,4,1,8,267,20,75,11,67,107,76,37,16,6,14.52,0,0
3992,0,0,0,0,1,5,4,1,9,189,44,52,4,90,222,12,4,29,4,4,0,0
3995,0,1,0,0,1,4,3,0,8,126,17,29,50,85,161,15,8,14,5,11.96,0,0
3999,1,0,0,0,1,0,3,0,4,206,32,63,5,51,64,15,18,21,19,12.82,0,0
4000,0,0,0,0,1,4,1,1,8,130,36,40,5,37,64,6,6,13,6,6.47,0,0
4003,0,1,0,0,1,1,7,1,8,158,39,51,19,80,102,24,17,20,6,11.03,0,0
4007,0,1,0,0,1,2,1,0,8,109,34,35,20,62,77,20,9,19,5,11.73,0,0
4009,0,0,0,1,1,3,6,0,9,107,30,42,10,73,119,22,19,16,8,10.44,0,0
4010,0,0,0,1,0,0,1,0,8,221,79,79,3,52,95,8,9,19,7,8.04,0,0
4015,1,0,0,0,1,0,1,1,8,181,75,75,8,68,91,32,30,13,6,20.97,0,0
4016,0,0,0,1,0,2,1,1,4,279,83,83,1,20,51,15,16,19,7,21.28,0,0
4017,0,0,0,1,0,3,6,1,7,102,23,30,42,24,42,19,17,7,9,8.94,0,0
4019,0,0,0,0,1,4,4,1,5,119,37,37,21,81,116,5,6,17,3,5.56,0,0
4027,1,0,0,0,0,2,4,0,7,195,57,57,7,32,58,18,11,17,7,11.49,0,0
4029,0,0,1,0,1,0,1,0,9,105,26,27,42,23,40,40,31,16,5,21.36,0,0
4030,1,0,0,0,1,2,2,0,0,194,50,50,6,63,75,9,7,19,20,10.11,0,0
4031,0,1,0,0,0,5,4,1,0,108,14,25,33,32,88,16,26,20,8,10.64,0,0
4032,0,0,0,1,1,1,5,0,9,169,39,47,7,69,91,8,6,13,6,6.5,0,0
4037,0,1,0,0,1,5,7,1,8,99,15,25,42,82,129,25,22,21,10,16.6,0,0
4038,0,0,0,0,0,4,7,0,8,251,94,94,0,73,128,128,36,13,5,49.73,0,0
4039,0,0,0,0,1,2,1,0,7,169,40,54,6,36,70,18,11,21,4,9.9,0,0
4046,0,0,0,0,1,0,4,1,9,198,46,77,7,103,121,8,11,31,9,6.52,0,0
4050,0,1,0,0,1,2,5,0,8,122,19,34,27,5,27,13,3,21,7,5.53,0,0
4051,0,0,1,0,1,2,3,1,9,98,16,21,44,28,66,10,6,23,4,7.42,0,0
4053,0,0,0,1,1,2,2,0,7,202,21,36,26,64,124,12,10,19,14,11.41,0,0
4058,0,0,0,1,1,3,4,0,9,102,19,33,50,70,99,41,48,17,6,16.81,0,0
4061,0,0,0,0,1,4,4,0,8,195,41,49,7,44,105,6,5,12,16,3.08,0,0
4062,0,1,0,0,0,3,5,1,2,284,68,68,1,21,52,5,8,12,20,5.16,0,0
4064,0,1,0,0,1,2,4,0,1,123,12,24,33,23,49,13,14,18,5,7.84,0,0
4065,0,0,0,0,0,2,4,0,2,201,50,52,8,71,77,9,5,23,13,6.3,0,0
4067,1,0,0,0,1,3,5,1,2,200,67,67,4,17,38,19,12,16,10,18.87,0,0
4072,0,1,0,0,1,5,5,1,6,274,44,75,7,20,53,5,3,21,3,4.49,0,0
4074,0,0,0,0,1,3,7,1,9,92,11,24,39,61,68,5,6,13,6,4.72,0,0
4077,0,0,0,1,1,3,5,0,6,221,49,49,8,41,53,9,7,26,9,4.96,0,0
4079,0,0,1,0,1,2,4,1,8,92,33,42,13,20,45,14,6,15,3,7.66,0,0
4082,0,0,1,0,1,2,4,1,8,204,45,65,6,84,238,11,7,21,4,7.88,0,0
4083,1,0,0,0,1,3,5,1,4,88,19,42,36,96,188,6,6,19,5,5.79,0,0
4089,0,0,0,1,1,2,5,1,9,195,50,68,3,15,42,9,7,20,7,6.48,0,0
4095,0,1,0,0,1,3,4,1,9,122,33,39,29,6,31,10,7,32,3,8.48,0,0
4102,0,0,0,0,1,3,4,0,8,218,48,63,19,64,137,11,6,39,5,9.69,0,0
4104,1,0,0,0,1,3,2,1,6,180,56,56,3,53,71,61,44,38,10,21.01,0,0
4109,0,1,0,0,1,2,5,1,8,191,67,67,8,14,44,8,6,12,4,6.99,0,0
4115,0,0,1,0,1,3,7,1,9,129,7,24,68,35,69,14,13,13,5,12.83,0,0
4119,1,0,0,0,0,2,5,1,8,137,33,36,15,11,42,4,3,38,4,5.04,0,0
