"headline","date"
"BOEM DENIES AIRGUN SEISMIC SURVEYS IN ATLANTIC FROM VIRGINIA TO FLORIDA","2017-01-09"
"ADVOCATES OF CHESAPEAKE BAY CLEANUP FEAR A STALL UNDER TRUMP ADMINISTRATION","2017-01-09"
"NEW CITY COUNCIL PRESIDENT CHALLENGES COLLEAGUES TO ADDRESS POVERTY, RACISM","2017-01-09"
"STONEY SAYS HE LACKS AUTHORITY TO RESCIND SEVERANCE PAYMENTS TO JONES APPOINTEES","2017-01-09"
"DO I HAVE TO SHOVEL MY SIDEWALK? FOR MOST OF HAMPTON ROADS, CITY CODE SAYS YES.","2017-01-09"
"JUDGE TO CONSIDER SUSPENDING NORFOLK TREASURER ANTHONY BURFOOT IN MARCH","2017-01-09"
"OTHER LOCALITIES TAKING SLOWER APPROACH WITH AIRBNB, SAY BLACKSBURG IS DIFFERENT","2017-01-09"
"COUNTY LACKS MONEY FOR FIREFIGHTER TRAINING ACADEMY","2017-01-09"
"SET ASIDE A MOMENT TO VOTE TUESDAY","2017-01-09"
"THE COMING HEAT","2017-01-09"
"THE ATLANTIC COAST PIPELINE GETS A GREEN LIGHT, AND RED HERRINGS","2017-01-09"
"PRESCRIBING TRANSPARENCY","2017-01-09"
"CHARLES COLGAN SET EXAMPLE FOR BOTH PARTIES","2017-01-09"
"BOB MARSHALL'S NAME GAME","2017-01-09"
"REEVES IS RIGHT TO GO AFTER DIRTY TRICKSTERS","2017-01-09"
"TOM PERRIELLO IS A CONVICTION POLITICIAN","2017-01-09"
"GOODLATTE GETS STUCK IN THE SWAMP","2017-01-09"
"VIRGINIANS DESERVE SERIOUS TALK ABOUT SERIOUS ISSUES","2017-01-09"
"TWO QUESTIONS FOR THE GENERAL ASSEMBLY","2017-01-09"
"RICHMOND FIDDLES AS DISASTER LOOMS FOR HAMPTON ROADS","2017-01-09"
"VIRGINIA’S LATEST ATTEMPT TO MARGINALIZE MINORITIES","2017-01-09"
"SCHAPIRO: REFERENDUM ON TRUMP, INSTEAD, BECOMES ONE ON VA. DEMOCRATS","2017-01-09"
"THOMSON: PRIVATE PARTNER ON I-66 DEAL IS CONFIDENT COMMUTERS WILL LIKE HOT LANES","2017-01-09"
"FOOTE: CUT RED TAPE TO GROW VIRGINIA'S ECONOMY","2017-01-09"
"ALEXANDER: END THE ARCHAIC PRACTICE OF GERRYMANDERING","2017-01-09"
"DOROTHY MCAULIFFE AND JEAN CASE: HUNGER DOESN'T TAKE A HOLIDAY, AND NEITHER CAN WE","2017-01-09"
"KOOPMAN: ON HOMESHARING, RICHMOND MUST IGNORE ARLINGTON'S BAD EXAMPLE","2017-01-09"
"WENNERSTEN: THE CHESAPEAKE WATERSHED’S COUNTRYSIDE IS BEING REPLACED BY ‘MALLSIDE’","2017-01-09"
"PLUMLEE: THE LYNNHAVEN OYSTER IS A PEARL","2017-01-09"
"VIRGINIA DEMOCRATIC DELEGATES TO SEEK NEW STUDENT LOAN AUTHORITY","2017-01-10"
"DELEGATE SEEKS FRIENDLIER PATH FOR MENHADEN STUDY","2017-01-10"
"TRANSPORTATION SECRETARY EXPECTS DEBATE ON METRO BILL","2017-01-10"
"MORE SOLAR OPTIONS COULD EMERGE FROM GENERAL ASSEMBLY SESSION","2017-01-10"
"EDUCATION OFFICIALS SEEK TO HOLD ONTO K-12 GAINS MADE LAST YEAR","2017-01-10"
"MENTAL HEALTH SUBCOMMITTEE HOPES TO ADDRESS WIDESPREAD SYSTEMIC PROBLEMS","2017-01-10"
"FOUR JUDICIAL CANDIDATES TO BE INTERVIEWED","2017-01-10"
"COLE INTRODUCES BILL TO MITIGATE STAFFORD WELL PROBLEMS","2017-01-10"
"SEN. JOHN EDWARDS PROPOSES NEW INTERMODAL CENTER STUDY","2017-01-10"
"NO SANCTIONS FOR STATE SENATOR WHO VIOLATED PRIVACY LAWS","2017-01-10"
"DENVER RIGGLEMAN MAKES BID FOR GOVERNOR OFFICIAL","2017-01-10"
"DISTILLERY OWNER TO RUN FOR GOVERNOR OFFICIAL, SAYS SYSTEM NEEDS 'BLUNT FORCE TRAUMA'","2017-01-10"
"CONTENDER FOR VA. GOVERNOR VOWS TO BRING ‘BLUNT FORCE TRAUMA’ TO RIGGED SYSTEM","2017-01-10"
"LAWSUIT HELPED EXPOSE MUDSLINGER, SENATOR SAYS","2017-01-10"
"VOTERS TO PICK STATE SENATORS, DELEGATE IN SPECIAL ELECTION","2017-01-10"
"SPECIAL ELECTIONS TODAY TO FILL LEGISLATIVE SEATS OF REPS. MCEACHIN, GARRETT, TAYLOR","2017-01-10"
"VIRGINIA LOOKING FOR MEDICAID SAVINGS, BUT FEARING CUTS FROM REPEAL OF HEALTH LAW","2017-01-10"
"FIVE VIE FOR COMP COMMISSION SEAT","2017-01-10"
"CVTC INJUNCTION FILED; FAMILIES TRY TO SLOW TRANSFERS FROM MADISON HEIGHTS FACILITY","2017-01-10"
"KAINE AND WARNER WILL BE AMONG SENATORS PUBLICLY VETTING TRUMP CABINET NOMINEES","2017-01-10"
"POWER PLANT MOVES CLOSER TO REALITY AT THE BERRY HILL MEGA PARK","2017-01-10"
"FOLLOWING CONCESSION, VA. AND MD. LEGISLATURES EXPECTED TO OKAY METRO SAFETY BODY","2017-01-10"
"MBU'S FOX FACES CRITICS OVER CO-ED PLAN","2017-01-10"
"REPORT FINDS INCREASING VULNERABILITY FOR MILLIONS OF TONS OF COAL ASH STORED IN CHESAPEAKE","2017-01-10"
"VA CREATES NEW RULE FOR NURSE PRACTITIONERS","2017-01-10"
"N CAROLINA VOTERS ASK SUPREME COURT FOR NO DELAYS ON MAPS","2017-01-10"
"MAYOR STONEY RAISES AT LEAST $45K FOR HIS INAUGURAL FESTIVITIES","2017-01-10"
"FORMER RICHMOND MAYORAL CANDIDATE JACK BERRY TO SERVE AS INTERIM PETERSBURG OFFICIAL","2017-01-10"
"AN EARLY SIGNAL OF NATIONAL INTEREST IN VA'S GUBERNATORIAL RACE","2017-01-10"
"DONALD TRUMP GETS COMMEMORATIVE FARE CARD COVER AFTER METRO TICKET FOUL-UP","2017-01-10"
"COUNTY TO SPEND $1 MILLION TO EXTINGUISH 42 LOTS","2017-01-10"
"ADVICE FOR THE CANDIDATES FOR GOVERNOR","2017-01-10"
"BE A FORCE FOR OPENNESS IN GOVERNMENT","2017-01-10"
"DON'T SUFFER IN SILENCE","2017-01-10"
"DEQ RUBBERSTAMPS K.G. LANDFILL EXPANSION","2017-01-10"
"STATE LAWMAKERS CAN MAKE PROGRESS DESPITE THE BUDGET","2017-01-10"
"CHESLEY: BURFOOT SHOULD STEP DOWN","2017-01-10"
"PREIS: THE FOLLY OF BATHROOM BILLS","2017-01-10"
"WITH GOVERNOR'S RACE IN FULL SWING, LAWMAKERS BEGIN FINAL SESSION OF MCAULIFFE ERA","2017-01-11"
"MCAULIFFE REPLACES PAROLE BOARD CHAIRWOMAN IN EFFORT TO SPEED REFORMS","2017-01-11"
"MCAULIFFE PROMISES TO ""LEAN IN"" ON ETHICS, VOTING BILLS","2017-01-11"
"HAZEL: WORKFORCE TRAINING NEEDED TO COMBAT ADDICTION","2017-01-11"
"VIRGINIA LAWMAKERS RETURN THIS WEEK FOR NEW SESSION","2017-01-11"
"VIRGINIA LAWMAKER WANTS TO TIGHTEN RULES ON HOW SCHOOLS CAN DISCIPLINE STUDENTS","2017-01-11"
"A FRESHMAN DELEGATE HAS A SCHOOL DISCIPLINE REFORM IDEA","2017-01-11"
"LAWMAKERS LOOK TO FIX BUDGET SHORTFALL","2017-01-11"
"TAXES, BUDGET DRIVE LOCAL LAWMAKERS AS GENERAL ASSEMBLY SESSION BEGINS","2017-01-11"
"LOCAL STATE SENATORS TO FOCUS ON FIREARMS, FAMILY, VOTING DURING SESSION","2017-01-11"
"SEN. CHARLES COLGAN REMEMBERED AS A ‘VIRGINIA GENTLEMAN’","2017-01-11"
"PEAKE WINS 22ND SENATE DISTRICT IN SPECIAL ELECTION","2017-01-11"
"VOTERS REPORT PROBLEMS AFTER BALLOT SHORTAGE IN LYNCHBURG DURING SPECIAL ELECTION","2017-01-11"
"REPUBLICAN HOLCOMB WINS SPECIAL ELECTION TO FILL SCOTT TAYLOR'S HOUSE OF DELEGATES SEAT","2017-01-11"
"MCCLELLAN WINS SENATE ELECTION, BUT GOP APPEARS POISED TO KEEP CONTROL OF CHAMBER","2017-01-11"
"TOBACCO COMMISSION GIVES EXTENSION TO MEDICAL SCHOOL","2017-01-11"
"COMSTOCK FIGHTS OFF CRITICISM FOR HOLMAN RULE VOTE","2017-01-11"
"VIRGINIA HOSPITALS FACE UNCERTAINTY IN WASHINGTON AND RICHMOND","2017-01-11"
"PUBLIC COMMENT CURBED AT DUPONT MEETING","2017-01-11"
"RICHMOND CITY COUNCIL DEBATES WHETHER REOPENING PRESS GALLERY CONSTITUTES SECURITY THREAT","2017-01-11"
"AS PETERSBURG BUDGET TUMULT PERSISTS, PLANS AFOOT TO RESTORE SOME PAY CUTS","2017-01-11"
"MOST OF THE MONEY CHESAPEAKE COLLECTS FROM DEVELOPERS IS NEVER SPENT","2017-01-11"
"LAWYERS ARGUE CASE TO REMOVE 3 BATH COUNTY SUPERVISORS","2017-01-11"
"GOVERNOR WANTS TO REPEAL PHOTO ID LAW, EXPAND ABSENTEE VOTING","2017-01-11"
"VIRGINIA LEGISLATIVE SESSION BEGINS WEDNESDAY","2017-01-11"
"CAN WEST VIRGINIA’S NEW GOVERNOR SAVE COAL COUNTRY?","2017-01-11"
"THE 2017 GENERAL ASSEMBLY: IT BEGINS","2017-01-11"
"OPEN DOORS FOR THE PUBLIC","2017-01-11"
"ASSEMBLY BEGINS AN ELECTION-YEAR SESSION","2017-01-11"
"IF THIS HAPPENED IN THE URBAN CRESCENT, WE BET VIRGINIA WOULD DO SOMETHING","2017-01-11"
"A STEP FORWARD FOR YOUR RIGHT TO KNOW","2017-01-11"
"SCHAPIRO: FOR KAINE, HEALTH CARE, CABINET FIGHTS ARE CAMPAIGN DO-OVER","2017-01-11"
"HINKLE: GOV. MCAULIFFE DOES GUN RIGHTS A FAVOR","2017-01-11"
"ENTERING FINAL GENERAL ASSEMBLY SESSION, MCAULIFFE STRIKES COLLABORATIVE NOTE","2017-01-12"
"IN STATE OF COMMONWEALTH ADDRESS, MCAULIFFE SOUNDS COOPERATIVE AND NOSTALGIC","2017-01-12"
"MCAULIFFE TOUTS RECORD, WARNS AGAINST CONSERVATIVE BILLS","2017-01-12"
"NAVY FEDERAL EXPANSION ANNOUNCED IN STATE OF THE COMMONWEALTH SPEECH","2017-01-12"
"FORT MONROE DEAL, LOCAL NEWS IN MCAULIFFE'S STATE OF THE COMMONWEALTH ADDRESS","2017-01-12"
"NAVY FEDERAL TO INVEST $100M IN VIRGINIA, ADD MORE THAN 1,000 JOBS","2017-01-12"
"GOV. MCAULIFFE PUSHES FOR EASIER VOTING","2017-01-12"
"VIRGINIA PUTS MORE MONEY BEHIND EFFORT TO PROSECUTE SEXUAL ASSAULT","2017-01-12"
"$2M GRANT TO HELP CLEAR BACKLOG OF UNTESTED RAPE KITS","2017-01-12"
"VIRGINIA’S 2017 LEGISLATIVE SESSION UNDERWAY","2017-01-12"
"SIGHTS AND SOUNDS FROM DAY 1 OF THE 2017 VIRGINIA GENERAL ASSEMBLY","2017-01-12"
"GENERAL ASSEMBLY SESSION OPENS, NEW MEMBERS WELCOMED","2017-01-12"
"VIRGINIA LEGISLATORS FACE $1 BILLION BUDGET SHORTFALL","2017-01-12"
"PEAKE MAY NOT BE SWORN IN UNTIL NEXT WEEK DUE TO STATE SENATE TRADITION, PHOTO ID LAW","2017-01-12"
"SENATE REPUBLICANS WANT TO SHIFT MONEY FROM PROPOSED NEW INITIATIVES TO STATE POLICE","2017-01-12"
"BILL WOULD END VIRGINIA UTILITIES' RATE FREEZE WHEN CLEAN POWER PLAN DIES","2017-01-12"
"LOCAL LAWMAKERS TARGET JOB CREATION, INVESTMENTS","2017-01-12"
"COREY STEWART AWARDS RAFFLED AR-15 RIFLE, UNDERSCORES STANCE ON CARRYING GUNS","2017-01-12"
"VA. CANDIDATE FOR GOVERNOR GIVES AWAY AR-15 RIFLE IN HOPES OF BOOSTING HIS CHANCES","2017-01-12"
"RICHMOND SCHOOL BOARD MEMBER ANNOUNCES RUN FOR RICHMOND-AREA HOUSE OF DELEGATES SEAT","2017-01-12"
"COLLINS PLANS RUN FOR SECOND TERM","2017-01-12"
"UPDATED LANDMARK DESIGNATION FOR VIRGINIA CAPITOL LEAVES BEHIND 'CAPITOL OF THE CONFEDERACY'","2017-01-12"
"WHAT’S IN A NAME? FOR VIRGINIA’S STATEHOUSE, THE HONOR OF A COMPLEX HISTORY","2017-01-12"
"STATE, LOCAL AGENCIES RESPOND TO WRONGFUL DEATH LAWSUIT FILED BY SEN. CREIGH DEEDS","2017-01-12"
"DOZENS URGE VIRGINIA GOV. TERRY MCAULIFFE TO SPARE LIFE OF CONVICTED KILLER RICKY GRAY","2017-01-12"
"PORT OF VIRGINIA IN 2016 BROKE ITS ANNUAL RECORD – AGAIN – FOR CONTAINER VOLUME","2017-01-12"
"DOMINION'S 100-ACRE SOLAR SITE POWERS UP IN ISLE OF WIGHT","2017-01-12"
"GREENPEACE SEES HAZE IN AMAZON’S PATH TO GREEN CLOUD COMPUTING","2017-01-12"
"IS HAMPTON ROADS MEGA-REGIONAL AIRPORT A FANTASY? LEGISLATIVE STUDY WOULD FIND OUT","2017-01-12"
"CITY AGREES TO EXTEND I-73 LOBBYING CONTRACT","2017-01-12"
"DESPITE LOSSES, OVERALL ENROLLMENT AT PUBLIC VA. FOUR-YEAR SCHOOLS SHOWS SLIGHT GAINS","2017-01-12"
"IN ALEXANDRIA, A DISPUTE OVER FREE SPEECH. AT COUNCIL MEETINGS.","2017-01-12"
"LOUDOUN SCHOOL BOARD VOTES AGAINST ADDING LGBTQ PROTECTIONS TO EMPLOYMENT POLICY","2017-01-12"
"DOUG WILDER'S LONGTIME ASSISTANT CONVICTED OF EMBEZZLING $16K FROM 2004 MAYORAL CAMPAIGN","2017-01-12"
"NEWPORT NEWS CITY COUNCIL MAY HAVE VIOLATED OPEN-MEETINGS LAW","2017-01-12"
"FREDERICKSBURG COUNCIL WAITING FOR LEGISLATIVE UPDATE ON PROFFERS","2017-01-12"
"MCAULIFFE WON’T ATTEND TRUMP INAUGURATION","2017-01-12"
"10 BILLS TO WATCH","2017-01-12"
"CANDIDATES SHAKE UP VA. POLITICS","2017-01-12"
"EVERY BREATH WE TAKE","2017-01-12"
"FRANKLIN COUNTY ILLUSTRATES ONE KEY PROBLEM FACING VIRGINIA'S ECONOMY","2017-01-12"
"JOBS, ECONOMIC DEVELOPMENT WOULD CURE COALFIELDS' SCHOOL FUNDING ILLS, MCAULIFFE SAYS","2017-01-13"
"ALONG WITH SPRING WEATHER, COMITY IN THE VIRGINIA CAPITOL BUILDING","2017-01-13"
"BILLS BEFORE GENERAL ASSEMBLY WOULD PUT NEW LIMITS ON SCHOOL SUSPENSIONS","2017-01-13"
"OPIOID EPIDEMIC HITS 'INNOCENT BYSTANDERS'","2017-01-13"
"DEL. BOB MARSHALL DEFENDS BATHROOM PRIVACY BILL","2017-01-13"
"LYNCHBURG-AREA RESIDENTS JOIN DELEGATE TO PROMOTE ""BATHROOM BILL""","2017-01-13"
"CONSERVATIVES PRESSURE GOP LAWMAKERS TO PASS VIRGINIA TRANSGENDER BATHROOM BILL","2017-01-13"
"VA. LAWMAKER PRESSES FELLOW REPUBLICANS ON TRANSGENDER ‘BATHROOM BILL’","2017-01-13"
"BATHROOM BILL BACKERS URGE GOP SUPPORT","2017-01-13"
"POTOMAC RIVER SEWAGE PUTS ALEXANDRIA IN CROSSHAIRS","2017-01-13"
"LOCAL LEADERS FEAR PROPOSED BILL COULD DERAIL ROANOKE VALLEY MUNICIPAL BROADBAND","2017-01-13"
"STUCK WITH A PAPERLESS TICKET TO A GAME OR SHOW? ALBO BILL WOULD MAKE IT EASIER TO SELL IN VA.","2017-01-13"
"PEAKE TO BE SWORN IN FRIDAY MORNING","2017-01-13"
"GLENN DAVIS STAYS OUT OF REEVES-VOGEL TUSSLE IN LIEUTENANT GOVERNOR'S RACE","2017-01-13"
"JUSTICE DEPARTMENT'S INTERNAL WATCHDOG TO INVESTIGATE FBI'S HANDLING OF CLINTON EMAIL INQUIRY","2017-01-13"
"VIRGINIA SENATORS OPPOSE MEASURE TO REPEAL OBAMACARE, SAY IT WILL CREATE CHAOS","2017-01-13"
"KAINE FINDS WOODBRIDGE ALLIES IN FIGHT AGAINST OBAMACARE REPEAL","2017-01-13"
"WITTMAN, MCEACHIN TO GIVE VIRGINIA INFLUENCE TO ARMED SERVICES PANELS","2017-01-13"
"COMSTOCK INTRODUCES BILL TO PAVE WAY FOR OVER-THE-COUNTER CONTRACEPTIVES","2017-01-13"
"DOMINION VIRGINIA POWER SETS PLAN FOR EMERGENCY BLACKOUTS","2017-01-13"
"PIPELINE COMPANY FILES REVISED REQUEST TO CROSS 10 CONSERVATION EASEMENTS","2017-01-13"
"OPIOID EPIDEMIC FIGHTERS AIM FOR PROACTIVE STRATEGY","2017-01-13"
"FAIRFAX SUPERINTENDENT PROPOSES TEACHER PAY RAISES IN $2.8 BILLION BUDGET","2017-01-13"
"TEEN ARRESTED FOR ALLEGEDLY STEALING 65-CENT MILK AT SCHOOL WILL NOT FACE CHARGES","2017-01-13"
"SPECIAL PROSECUTOR CLEARS NEWPORT NEWS VICE MAYOR TINA VICK OF CONFLICT-OF-INTEREST ACCUSATIONS","2017-01-13"
"ANTHONY BURFOOT'S ATTORNEY ASKS FOR A NEW TRIAL, SAYS JURORS RUSHED TO JUDGMENT","2017-01-13"
"ANTI-RACISM, PRO-CONFEDERATE GROUPS PLAN DUELING PARADES IN LEXINGTON","2017-01-13"
"MORRISSEY FACES NEW BAR CHARGES","2017-01-13"
"HISTORIC BLACK GRAVES: $35K TO WATCH IN THE BUDGET","2017-01-13"
"COLONIAL WILLIAMSBURG QUIETLY LAYS OFF DOZENS OF EMPLOYEES IN REORGANIZATION EFFORT","2017-01-13"
"TRANSPARENCY IN VIRGINIA'S LEGISLATURE","2017-01-13"
"IT'S NO ACCIDENT THAT BAY IS IMPROVING","2017-01-13"
"NAVY FEDERAL-- 'SLEDGEHAMMER,' BUT TO WHAT EFFECT?","2017-01-13"
"THE MOST ANTI-GROWTH BILL IN RICHMOND","2017-01-13"
"LAWMAKERS TRY TO BRING SENSE TO SCHOOL DISCIPLINE","2017-01-13"
"WILLIAMS: A CHANCE TO ADDRESS A CENTURY OF NEGLECT","2017-01-13"
"MITCHELL AND WRIGHT: PRESERVING THE LAND, PROTECTING THE FUTURE","2017-01-13"
"SUROVELL AND FREUND: REASONS VA. SHOULD DECRIMINALIZE ADULTERY","2017-01-13"
"LAROCK: SAVING LIVES OF VULNERABLE PEOPLE","2017-01-13"
"HAAS: NORTHAM STANDS FOR SAFETY","2017-01-13"
"MAN SPENDS $1,000 TO DELIVER 300,000 PENNIES TO LEBANON DMV","2017-01-13"
"ELECTRIC CAR MAKER GREENTECH LAYS OFF MISSISSIPPI WORKERS","2017-01-14"
"ATTORNEY GENERAL SEEKS TO EXPAND HATE CRIME DEFINITION","2017-01-14"
"HERRING, RELIGIOUS LEADERS PROMOTE LEGISLATION, WEBSITE TO COMBAT HATE CRIMES","2017-01-14"
"VIRGINIA AG CALLS FOR EXPANDED LAWS TO FIGHT RISE IN HATE CRIMES","2017-01-14"
"HERRING, LEGISLATORS, INTERFAITH COMMUNITY UNVEIL ‘NO HATE VA’","2017-01-14"
"PEAKE GETS SWORN IN AS STATE SENATOR FOR 22ND DISTRICT","2017-01-14"
"STATE HOUSE BILL WOULD ALLOW RECALL OF ELECTED OFFICIALS","2017-01-14"
"LAWMAKER WANTS ELECTRIC RATES REVIEWED IN VIRGINIA","2017-01-14"
"MENTAL HEALTH BILLS DRAFTED AFTER JAMYCHEAL MITCHELL'S DEATH PASS FIRST HURDLE","2017-01-14"
"SENATORS TO ALEXANDRIA: CLEAN UP YOUR ACT BY 2020 OR LOSE STATE FUNDING","2017-01-14"
"GENERAL ASSEMBLY GROUP PASSES COPN REFORM PRINCIPLES","2017-01-14"
"WORK GROUP INCLUDING AREA LEGISLATORS OK GUIDELINES TO AID WITH COPN REFORM","2017-01-14"
"VIRGINIA LAWMAKER WANTS TO LET SCHOOL BOARDS PICK EMPLOYEES TO CARRY CONCEALED GUNS","2017-01-14"
"HOUSE PANEL SHOOTS DOWN BAN ON GUNS IN LIBRARIES","2017-01-14"
"CANDIDATES INTERVIEWED FOR JUDICIAL VACANCIES","2017-01-14"
"BAR ASSOCIATION NOMINATES DANIELI FOR FREDERICKSBURG AREA JUDGESHIP","2017-01-14"
"VIRGINIA LAWMAKERS CONSIDERING BILL TO ALLOW DELIVERY ROBOTS ON SIDEWALKS","2017-01-14"
"BILL WOULD TEACH POLICE, DRIVER INTERACTIONS AT SCHOOL","2017-01-14"
"LEADERS WEIGH IN ON INCREASING THRESHOLD FOR FELONY LARCENY","2017-01-14"
"ANTI-ABORTION GROUP WANTS DAY OF MOURNING","2017-01-14"
"HAMPTON DELEGATE JOINS RULES COMMITTEE","2017-01-14"
"DITTMAR TO JOIN TOSCANO AS CHIEF OF STAFF","2017-01-14"
"FAMILY: FORMER NEWPORT NEWS DELEGATE BEATEN, ISOLATED FOR WEEKS IN PRISON","2017-01-14"
"RGA GIVES STATE RECORD $5 MILLION DONATION TO PAC FOR GOVERNOR'S RACE","2017-01-14"
"VOGEL SAYS REEVES TRIED TO FORCE HER OUT OF LIEUTENANT GOVERNOR'S RACE; HE DENIES IT","2017-01-14"
"TRUMP LIKELY TO PICK ASIA-BASED FINANCIER FOR NAVY SECRETARY","2017-01-14"
"JLARC APPROVES RESOLUTION TO STUDY STATE EMPLOYEE COMPENSATION","2017-01-14"
"KAINE SHARES AND ADDRESSES CONCERNS OVER POTENTIAL HEALTH CARE LAW REPEAL AT UVA","2017-01-14"
"TIM KAINE OPPOSES REX TILLERSON FOR SECRETARY OF STATE, BUT IN FAVOR OF JAMES MATTIS AS DEFENSE SECRETARY","2017-01-14"
"TRANSPORTATION FUNDING CHANGES BRING IN THE GREEN","2017-01-14"
"SHE WAS CALLED “WHITE DEVIL” AT NORFOLK STATE, LAWSUIT SAYS. THEN SHE COMPLAINED AND GOT FIRED.","2017-01-14"
"ARTICLE ANALYZES HOW POPULATION CHANGES WILL CHALLENGE VIRGINIA LOCALITIES","2017-01-14"
"DOUG WILDER FILES BAR COMPLAINT AGAINST JOE MORRISSEY OVER REPRESENTATION IN NATIONAL SLAVERY MUSEUM","2017-01-14"
"HENRICO COULD PAY MORE THAN $580K TO SETTLE LAWSUIT OVER FIRE CAPTAINS' OVERTIME PAY","2017-01-14"
"VIRGINIA BEACH CONSIDERS A WATERED DOWN VERSION OF A DISPARITY STUDY","2017-01-14"
"COURT HEARS ARGUMENTS IN SUPERVISOR REMOVAL CASE","2017-01-14"
"FTC RAMPS UP MSHA/WELLMONT HOSPITAL MERGER OPPOSITION IN VIRGINIA","2017-01-14"
"MCDONNELL VISITS STATE CAPITOL FOR FIRST TIME SINCE CORRUPTION CASE DROPPED","2017-01-14"
"IMMIGRATION ROILS VIRGINIA GOVERNOR’S RACE","2017-01-14"
"VIRGINIA WON’T CONSIDER WIDENING I-95, BLAMES EXPRESS LANES","2017-01-14"
"VA PENINSULA HOUSE-SENATE TAG TEAM LAUNCH FIRST JOINT EFFORTS","2017-01-14"
"LET'S MOVE PAST THE EASY SLOGANS","2017-01-14"
"ADVICE FOR DEMOCRATS","2017-01-14"
"DOUGHERTY: VIRGINIA LAWMAKERS CONSIDERING BILL TO ALLOW HUNTERS TO WEAR PINK","2017-01-14"
"CHESLEY: WHAT THE CHARGERS' MOVE SHOULD TEACH VIRGINIA","2017-01-14"
"MCAULIFFE JOINS EX-DNC CHAIRS BACKING CLINTON CAMPAIGN VET FOR PARTY ROLE","2017-01-16"
"PREDATORY LENDERS WORK BEHIND THE SCENES TO AVOID REGULATION AND EVADE THE LAW","2017-01-16"
"BILL: END DOMINION RATE FIX IF CARBON REGULATIONS FALL","2017-01-16"
"LAWMAKERS START TACKLING VIRGINIA'S OPIOID CRISIS","2017-01-16"
"BELL EYES LEGISLATION TO REFORM SCHOOL DISCIPLINE","2017-01-16"
"FAIRFAX DELEGATE CHAMPIONS ROANOKE'S EFFORT TO GET ADDED TO LONG-GUN BAN","2017-01-16"
"FORMER VIRGINIA DELEGATE PHIL HAMILTON BEATEN WITH A PADLOCK IN PRISON, FAMILY SAYS","2017-01-16"
"GILLESPIE FORMALLY KICKS OFF RUN FOR GOVERNOR, TARGETS VIRGINIA'S ECONOMIC DEVELOPMENT","2017-01-16"
"ED GILLESPIE JETS AROUND VIRGINIA TO KICK OFF GOP GUBERNATORIAL BID","2017-01-16"
"REPUBLICAN GUBERNATORIAL HOPEFUL PROMISES A RETURN TO ECONOMIC GROWTH","2017-01-16"
"GILLESPIE LAUNCHES GUBERNATORIAL BID WITH STOP IN BRISTOL","2017-01-16"
"REPUBLICAN GROUP MAKES RECORD $5 MILLION BET ON VIRGINIA GOVERNOR’S RACE","2017-01-16"
"VIRGINIA DEMOCRATS GET THEIR FIRST LOOK AT CANDIDATES FOR GOVERNOR","2017-01-16"
"LONG HISTORY PRECEDES BATTLE OVER DIRECTION OF STATE ECONOMIC DEVELOPMENT AGENCY","2017-01-16"
"2 U.S. LAWMAKERS WANT TO FIX METRO BY REWRITING ITS GOVERNING CHARTER","2017-01-16"
"AUGUST DEATH PROBE MAY BRING ADDITIONAL FINES, CITATIONS AGAINST GOODYEAR","2017-01-16"
"FREE SPEECH CLASH: JUSTICES CONSIDERING OFFENSIVE TRADEMARKS","2017-01-16"
"INAUGURATION HIGHLIGHTS TRUMP'S INFRASTRUCTURE OPPORTUNITIES","2017-01-16"
"MARY BALDWIN ALUMNAE SPEAK OUT ABOUT COED PLAN","2017-01-16"
"VIMS DISCOVERY ON NITROGEN CYCLE COULD LEAD TO CLEANER BAY","2017-01-16"
"FEDERAL HEALTH CARE CONVERSATION COULD AFFECT VIRGINIA","2017-01-16"
"DEMOCRATS RALLY IN RICHMOND FOR AFFORDABLE CARE ACT","2017-01-16"
"CHARLOTTESVILLE RESIDENTS RALLY AGAINST ACA REPEAL","2017-01-16"
"MARCHERS IN LEXINGTON HOLD ANTI-RACISM PARADE, DISPLACING CONFEDERATE EVENT","2017-01-16"
"A NEW MARTIN LUTHER KING JR. PARADE DIVIDES A VIRGINIA TOWN","2017-01-16"
"COYOTE HUNTERS CONVERGE ON WYTHEVILLE FOR PREDATOR KILLING TOURNAMENT","2017-01-16"
"RICHMOND MAYOR LEVAR STONEY LAYS OUT VISION FOR 'HIGH FUNCTIONING' CITY HALL","2017-01-16"
"CHESTERFIELD RETIREMENT PROGRAM IN FINANCIAL TROUBLE","2017-01-16"
"NEWPORT NEWS MARCH COMMEMORATES MARTIN LUTHER KING'S LIFE AND LEGACY","2017-01-16"
"ROANOKE COUNTY GOP OPTS FOR PRIMARY IN SUPERVISOR RACES","2017-01-16"
"FRANKLIN SCHOOL BOARD'S OPEN-RECORDS REQUEST TO SUPERVISORS CAUSES INTERNAL FRICTION","2017-01-16"
"THERE ARE MORE IMPORTANT ISSUES THAN BATHROOMS","2017-01-16"
"STILL REACHING FOR THE PRIZE","2017-01-16"
"HOLTON'S LONG-LASTING LESSON ABOUT ROANOKE","2017-01-16"
"WE'RE ALL IN THIS TOGETHER","2017-01-16"
"DOMINION POWER LINE DEBATE PITS BLACKOUTS AGAINST A VIEW","2017-01-16"
"SCHAPIRO: LONG BEFORE REJECTING TRUMP'S VERSION, VA. GAVE POPULISM A TRY","2017-01-16"
